     ['8640m', '240m', '60m', '60m', '125G']       ;    1000    ;      0.20873369      ;      0.20873369      ;      0.21071281      ;  2
     ['8640m', '240m', '60m', '60m', '125G']       ;    2000    ;      0.24031048      ;      0.24031048      ;      0.2429021       ;  2
     ['8640m', '240m', '60m', '60m', '125G']       ;    3000    ;      0.24247107      ;      0.24247107      ;      0.2449833       ;  2
     ['8640m', '240m', '60m', '60m', '125G']       ;    4000    ;      0.24432278      ;      0.24432278      ;      0.24616879      ;  2
     ['8640m', '240m', '60m', '60m', '125G']       ;    5000    ;      0.25375503      ;      0.2544328       ;      0.25676432      ;  2
     ['8640m', '240m', '60m', '60m', '125G']       ;    6000    ;      0.25906506      ;      0.25963926      ;      0.26228949      ;  2
     ['8640m', '240m', '60m', '60m', '125G']       ;    7000    ;      0.25328931      ;      0.25397608      ;      0.2552864       ;  2
     ['8640m', '240m', '60m', '60m', '125G']       ;    8000    ;      0.25499129      ;      0.2555953       ;      0.25648755      ;  2
     ['8640m', '240m', '60m', '60m', '125G']       ;    9000    ;      0.25479507      ;      0.25523496      ;      0.25606737      ;  2
     ['8640m', '240m', '60m', '60m', '125G']       ;   10000    ;      0.25724554      ;      0.25764659      ;      0.25822103      ;  2
     ['8640m', '240m', '60m', '60m', '125G']       ;   11000    ;      0.2584852       ;      0.25885242      ;      0.25949785      ;  2
     ['8640m', '240m', '60m', '60m', '125G']       ;   12000    ;      0.26117557      ;      0.26151562      ;      0.26230678      ;  2
     ['8640m', '240m', '60m', '60m', '125G']       ;   13000    ;      0.26189813      ;      0.26220983      ;      0.26306292      ;  2
     ['8640m', '240m', '60m', '60m', '125G']       ;   14000    ;      0.26143324      ;      0.26172256      ;      0.26251307      ;  2
     ['8640m', '240m', '60m', '60m', '125G']       ;   15000    ;      0.26064798      ;      0.2609176       ;      0.2616244       ;  2
     ['8640m', '240m', '60m', '60m', '125G']       ;   16000    ;      0.26033497      ;      0.26058778      ;      0.26126584      ;  2
     ['8640m', '240m', '60m', '60m', '125G']       ;   17000    ;      0.26086739      ;      0.26109084      ;      0.26184013      ;  2
     ['8640m', '240m', '60m', '60m', '125G']       ;   18000    ;      0.26068437      ;      0.26101243      ;      0.26170596      ;  2
     ['8640m', '240m', '60m', '60m', '125G']       ;   19000    ;      0.26137799      ;       0.261695       ;      0.26210582      ;  2
     ['8640m', '240m', '60m', '60m', '125G']       ;   20000    ;      0.26147911      ;      0.26178083      ;      0.2621344       ;  2
     ['8640m', '240m', '60m', '60m', '125G']       ;   21000    ;      0.26175287      ;      0.26204085      ;      0.26237836      ;  2
     ['8640m', '240m', '60m', '60m', '125G']       ;   22000    ;      0.26176178      ;      0.26203641      ;      0.26236653      ;  2
     ['8640m', '240m', '60m', '60m', '125G']       ;   23000    ;      0.26140195      ;      0.26166469      ;      0.26196522      ;  2
     ['8640m', '240m', '60m', '60m', '125G']       ;   24000    ;      0.26129171      ;      0.26150551      ;      0.26158121      ;  2
     ['8640m', '240m', '60m', '60m', '125G']       ;   25000    ;      0.26096267      ;      0.26115474      ;      0.26116836      ;  2
     ['8640m', '240m', '60m', '60m', '125G']       ;   26000    ;      0.26012361      ;      0.26030684      ;      0.26019794      ;  0
     ['8640m', '240m', '60m', '60m', '125G']       ;   27000    ;      0.2607463       ;      0.2609233       ;      0.26077452      ;  0
     ['8640m', '240m', '60m', '60m', '125G']       ;   28000    ;      0.26230797      ;      0.2624796       ;      0.26224902      ;  0
     ['8640m', '240m', '60m', '60m', '125G']       ;   29000    ;      0.26068312      ;      0.26086393      ;      0.26054126      ;  0
     ['8640m', '240m', '60m', '60m', '125G']       ;   30000    ;      0.26051295      ;      0.26068771      ;      0.26037002      ;  0
     ['8640m', '240m', '60m', '60m', '125G']       ;   31000    ;      0.26075548      ;      0.26094371      ;      0.26048997      ;  0
     ['8640m', '240m', '60m', '60m', '125G']       ;   32000    ;      0.26096454      ;      0.26111752      ;      0.26071617      ;  0
     ['8640m', '240m', '60m', '60m', '125G']       ;   33000    ;      0.26087731      ;      0.26102561      ;      0.26069847      ;  0
     ['8640m', '240m', '60m', '60m', '125G']       ;   34000    ;      0.26086149      ;      0.26100555      ;      0.26070583      ;  0
     ['8640m', '240m', '60m', '60m', '125G']       ;   35000    ;      0.26090398      ;      0.26104379      ;      0.26060542      ;  0
     ['8640m', '240m', '60m', '60m', '125G']       ;   36000    ;      0.26092532      ;      0.26106116      ;      0.26072866      ;  0
     ['8640m', '240m', '60m', '60m', '125G']       ;   37000    ;      0.26086703      ;      0.26098356      ;      0.26066577      ;  0
     ['8640m', '240m', '60m', '60m', '125G']       ;   38000    ;      0.26079497      ;      0.26092198      ;      0.26058513      ;  0
     ['8640m', '240m', '60m', '60m', '125G']       ;   39000    ;      0.26104152      ;      0.26116553      ;      0.26083317      ;  0
     ['8640m', '240m', '60m', '60m', '125G']       ;   40000    ;      0.26114935      ;      0.26127028      ;      0.26094773      ;  0
     ['8640m', '240m', '60m', '60m', '125G']       ;   41000    ;      0.26072523      ;      0.26083645      ;      0.26050729      ;  0
     ['8640m', '240m', '60m', '60m', '125G']       ;   42000    ;      0.26090831      ;      0.26101708      ;      0.26065344      ;  0
     ['8640m', '240m', '60m', '60m', '125G']       ;   43000    ;      0.26084116      ;      0.26094747      ;      0.26061913      ;  0
     ['8640m', '240m', '60m', '60m', '125G']       ;   44000    ;      0.26087269      ;      0.26097652      ;      0.26066196      ;  0
     ['8640m', '240m', '60m', '60m', '125G']       ;   45000    ;      0.2611818       ;      0.26127848      ;      0.26095083      ;  0
     ['8640m', '240m', '60m', '60m', '125G']       ;   46000    ;      0.26099351      ;      0.26108813      ;      0.26062211      ;  0
     ['8640m', '240m', '60m', '60m', '125G']       ;   47000    ;      0.26084593      ;      0.26093858      ;      0.26048228      ;  0
     ['8640m', '240m', '60m', '60m', '125G']       ;   48000    ;      0.26123136      ;      0.26132208      ;      0.26085773      ;  0
     ['8640m', '240m', '60m', '60m', '125G']       ;   49000    ;      0.26154903      ;      0.26164785      ;      0.2611911       ;  0
     ['8640m', '240m', '60m', '60m', '125G']       ;   50000    ;      0.26153204      ;      0.26162884      ;      0.2611815       ;  0
     ['8640m', '240m', '60m', '60m', '125G']       ;   51000    ;      0.26211855      ;      0.26221368      ;      0.26180005      ;  0
     ['8640m', '240m', '60m', '60m', '125G']       ;   52000    ;      0.2616567       ;      0.26174989      ;      0.26135021      ;  0
     ['8640m', '240m', '60m', '60m', '125G']       ;   53000    ;      0.2623229       ;      0.26242369      ;      0.26202363      ;  0
     ['8640m', '240m', '60m', '60m', '125G']       ;   54000    ;      0.26186219      ;      0.26196668      ;      0.26155612      ;  0
     ['8640m', '240m', '60m', '60m', '125G']       ;   55000    ;      0.26175559      ;      0.26184213      ;      0.26140657      ;  0
     ['8640m', '240m', '60m', '60m', '125G']       ;   56000    ;      0.26160476      ;      0.26168975      ;      0.26127452      ;  0
     ['8640m', '240m', '60m', '60m', '125G']       ;   57000    ;      0.2611326       ;      0.26121593      ;      0.26076904      ;  0
     ['8640m', '240m', '60m', '60m', '125G']       ;   58000    ;      0.26169974      ;      0.26178178      ;      0.26126134      ;  0
     ['8640m', '240m', '60m', '60m', '125G']       ;   59000    ;      0.26191282      ;      0.2619935       ;      0.26148754      ;  0
     ['8640m', '240m', '60m', '60m', '125G']       ;   60000    ;      0.26114333      ;      0.2612077       ;      0.26071402      ;  0
     ['8640m', '240m', '60m', '60m', '125G']       ;   61000    ;      0.26160416      ;      0.26166758      ;      0.26119754      ;  0
     ['8640m', '240m', '60m', '60m', '125G']       ;   62000    ;      0.26150301      ;      0.26156023      ;      0.26099187      ;  0
     ['8640m', '240m', '60m', '60m', '125G']       ;   63000    ;      0.26160416      ;      0.26165706      ;      0.26108754      ;  0
     ['8640m', '240m', '60m', '60m', '125G']       ;   64000    ;      0.26161322      ;      0.26166523      ;      0.26112106      ;  0
     ['8640m', '240m', '60m', '60m', '125G']       ;   65000    ;      0.26179171      ;      0.26184291      ;      0.2613073       ;  0
     ['8640m', '240m', '60m', '60m', '125G']       ;   66000    ;      0.26176536      ;      0.26181576      ;      0.26126435      ;  0
     ['8640m', '240m', '60m', '60m', '125G']       ;   67000    ;      0.26177356      ;      0.26182324      ;      0.26126507      ;  0
     ['8640m', '240m', '60m', '60m', '125G']       ;   68000    ;      0.26228201      ;      0.26233104      ;      0.26176545      ;  0
     ['8640m', '240m', '60m', '60m', '125G']       ;   69000    ;      0.26174685      ;      0.26180691      ;      0.26116258      ;  0
     ['8640m', '240m', '60m', '60m', '125G']       ;   70000    ;      0.26173514      ;      0.26179433      ;      0.26112103      ;  0
