2.632012400000000030e-01,2.632025800000000193e-01,2.631713999999999998e-01
2.635254300000000049e-01,2.634724399999999744e-01,2.634881099999999976e-01
2.635512899999999936e-01,2.636179000000000161e-01,2.631716100000000003e-01
2.637375900000000217e-01,2.637761499999999870e-01,2.634632599999999769e-01
2.671279300000000134e-01,2.670414999999999872e-01,2.671822600000000048e-01
2.641098499999999794e-01,2.640584699999999896e-01,2.641245700000000030e-01
2.631575500000000178e-01,2.632958899999999769e-01,2.630173000000000094e-01
2.628584800000000055e-01,2.629715200000000142e-01,2.626323099999999799e-01
2.635801400000000183e-01,2.636742000000000252e-01,2.630009700000000006e-01
2.635887599999999775e-01,2.636430300000000004e-01,2.632059199999999821e-01
2.633126399999999867e-01,2.634290200000000137e-01,2.628687900000000188e-01
2.635154100000000055e-01,2.634514000000000022e-01,2.635929900000000270e-01
2.633776999999999924e-01,2.635199400000000081e-01,2.631452100000000183e-01
2.633601099999999806e-01,2.633955499999999783e-01,2.632160499999999792e-01
2.633949199999999768e-01,2.634536000000000100e-01,2.631704200000000160e-01
2.636516400000000204e-01,2.635774300000000014e-01,2.637658700000000134e-01
2.636947000000000041e-01,2.639885799999999727e-01,2.635891100000000153e-01
2.631661599999999823e-01,2.635402399999999812e-01,2.632789600000000063e-01
2.632438500000000015e-01,2.638426999999999856e-01,2.632428700000000177e-01
2.637589900000000265e-01,2.636727999999999850e-01,2.637322799999999856e-01
2.633687299999999953e-01,2.639440599999999804e-01,2.639597399999999983e-01
2.632517799999999908e-01,2.634164099999999897e-01,2.631095299999999804e-01
2.629916400000000265e-01,2.635728999999999989e-01,2.632277000000000089e-01
2.633904799999999824e-01,2.637610699999999864e-01,2.636438899999999919e-01
2.638357599999999747e-01,2.638885400000000048e-01,2.636388800000000199e-01
2.630564599999999920e-01,2.639332400000000134e-01,2.634787599999999785e-01
2.635472099999999762e-01,2.634794400000000092e-01,2.632125000000000159e-01
2.634682999999999886e-01,2.632942799999999917e-01,2.629566500000000140e-01
2.635108500000000187e-01,2.635887900000000172e-01,2.631239300000000059e-01
2.640122799999999881e-01,2.638348899999999886e-01,2.636170700000000089e-01
2.636472000000000260e-01,2.637418200000000157e-01,2.635252200000000045e-01
2.628043299999999749e-01,2.638833800000000007e-01,2.634857899999999975e-01
2.634037100000000131e-01,2.633026800000000112e-01,2.629686900000000049e-01
2.635158599999999907e-01,2.641915400000000025e-01,2.639390500000000084e-01
2.634509500000000171e-01,2.633881000000000139e-01,2.630224800000000029e-01
2.640280099999999797e-01,2.636625499999999955e-01,2.635532600000000114e-01
2.636322700000000019e-01,2.634540499999999952e-01,2.630146999999999902e-01
2.653322799999999759e-01,2.654480300000000015e-01,2.656167700000000020e-01
2.640408899999999726e-01,2.634631700000000243e-01,2.630341600000000168e-01
2.635971899999999812e-01,2.632248699999999997e-01,2.628457499999999891e-01
2.633577599999999963e-01,2.635931400000000036e-01,2.630760400000000110e-01
2.635782400000000192e-01,2.636459800000000020e-01,2.632523500000000238e-01
2.636774800000000196e-01,2.636818000000000217e-01,2.633171100000000209e-01
2.645149199999999867e-01,2.646036099999999891e-01,2.647388900000000045e-01
2.637519199999999731e-01,2.639233500000000010e-01,2.635619599999999840e-01
2.633348999999999829e-01,2.639674799999999766e-01,2.635018499999999819e-01
2.635244099999999867e-01,2.634994999999999976e-01,2.634799199999999786e-01
2.634547400000000206e-01,2.635393999999999792e-01,2.633996299999999957e-01
2.638435399999999875e-01,2.640161200000000208e-01,2.639820900000000026e-01
2.637451599999999785e-01,2.636970599999999831e-01,2.633304000000000200e-01
2.673707599999999851e-01,2.667601399999999789e-01,2.669021799999999889e-01
2.631513200000000219e-01,2.639465300000000125e-01,2.634659400000000096e-01
2.635315699999999928e-01,2.636526200000000042e-01,2.630417299999999736e-01
2.672935699999999803e-01,2.674733100000000197e-01,2.676084599999999925e-01
2.631585900000000255e-01,2.639427200000000195e-01,2.634533299999999856e-01
2.634979800000000205e-01,2.635043300000000088e-01,2.631147200000000241e-01
2.635715900000000222e-01,2.637321100000000196e-01,2.636417200000000238e-01
2.642541199999999812e-01,2.642049499999999940e-01,2.644505500000000064e-01
2.635207199999999861e-01,2.634802800000000111e-01,2.632265100000000246e-01
